"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-5", "5403", "RW_Semaphore.java:130", "Field Write", " context=Database:1, r=4"
"Thread-9", "5404", "RW_Semaphore.java:58", "Method Call", " caller=Reader:5#run:5, target=Database:1#read:10"
"Thread-9", "5405", "RW_Semaphore.java:189", "Method Entered", " "
"Thread-9", "5406", "RW_Semaphore.java:190", "Line Step", " file=RW_Semaphore.java, line=190"
"Thread-5", "5407", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-9", "5408", "RW_Semaphore.java:190", "Field Read", " context=Database:1, data"
"Thread-5", "5409", "RW_Semaphore.java:132", "Field Read", " context=Database:1, sr"
"Thread-9", "5410", "RW_Semaphore.java:190", "Variable Write", " context=Database:1#read:10, result=55555"
"Thread-9", "5411", "RW_Semaphore.java:190", "Method Exit", " returner=Database:1#read:10, value=55555"
"Thread-5", "5412", "RW_Semaphore.java:132", "Variable Write", " context=Database:1#done_read:6, len=0"
"Thread-5", "5413", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-9", "5414", "RW_Semaphore.java:58", "Method Returned", " "
"Thread-9", "5415", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-5", "5416", "RW_Semaphore.java:133", "Field Read", " context=Database:1, sr"
"Thread-9", "5417", "RW_Semaphore.java:59", "Line Step", " file=RW_Semaphore.java, line=59"
"Thread-5", "5418", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-9", "5419", "RW_Semaphore.java:59", "Field Read", " context=Reader:5, d"
"Thread-5", "5420", "RW_Semaphore.java:134", "Field Read", " context=Database:1, sw"
"Thread-9", "5421", "RW_Semaphore.java:59", "Method Call", " caller=Reader:5#run:5, target=Database:1#done_read:10"
"Thread-9", "5422", "RW_Semaphore.java:123", "Method Entered", " "
"Thread-9", "5423", "RW_Semaphore.java:125", "Line Step", " file=RW_Semaphore.java, line=125"
"Thread-5", "5424", "RW_Semaphore.java:134", "Variable Write", " context=Database:1#done_read:6, len1=0"
"Thread-5", "5425", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-9", "5426", "RW_Semaphore.java:125", "Field Read", " context=Database:1, s"
"Thread-5", "5427", "RW_Semaphore.java:135", "Field Read", " context=Database:1, sw"
"Thread-5", "5428", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-5", "5429", "RW_Semaphore.java:137", "Field Read", " context=Database:1, s"
"Thread-5", "5430", "RW_Semaphore.java:138", "Line Step", " file=RW_Semaphore.java, line=138"
"Thread-6", "5431", "RW_Semaphore.java:126", "Line Step", " file=RW_Semaphore.java, line=126"
"Thread-5", "5432", "RW_Semaphore.java:138", "Method Exit", " returner=Database:1#done_read:6, value=<void>"
"Thread-6", "5433", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-5", "5434", "RW_Semaphore.java:59", "Method Returned", " "
"Thread-5", "5435", "RW_Semaphore.java:56", "Line Step", " file=RW_Semaphore.java, line=56"
"Thread-6", "5436", "RW_Semaphore.java:130", "Field Read", " context=Database:1, r"
"Thread-5", "5437", "RW_Semaphore.java:56", "Variable Write", " context=Reader:1#run:1, i=2"
"Thread-5", "5438", "RW_Semaphore.java:57", "Line Step", " file=RW_Semaphore.java, line=57"
"Thread-6", "5439", "RW_Semaphore.java:130", "Field Write", " context=Database:1, r=3"
"Thread-5", "5440", "RW_Semaphore.java:57", "Field Read", " context=Reader:1, d"
"Thread-6", "5441", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-5", "5442", "RW_Semaphore.java:57", "Method Call", " caller=Reader:1#run:1, target=Database:1#request_read:11"
"Thread-5", "5443", "RW_Semaphore.java:99", "Method Entered", " "
"Thread-5", "5444", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-6", "5445", "RW_Semaphore.java:132", "Field Read", " context=Database:1, sr"
"Thread-5", "5446", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s"
"Thread-6", "5447", "RW_Semaphore.java:132", "Variable Write", " context=Database:1#done_read:7, len=0"
"Thread-6", "5448", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-6", "5449", "RW_Semaphore.java:133", "Field Read", " context=Database:1, sr"
"Thread-6", "5450", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-6", "5451", "RW_Semaphore.java:134", "Field Read", " context=Database:1, sw"
"Thread-6", "5452", "RW_Semaphore.java:134", "Variable Write", " context=Database:1#done_read:7, len1=0"
"Thread-6", "5453", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-6", "5454", "RW_Semaphore.java:135", "Field Read", " context=Database:1, sw"
"Thread-6", "5455", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-6", "5456", "RW_Semaphore.java:137", "Field Read", " context=Database:1, s"
"Thread-6", "5457", "RW_Semaphore.java:138", "Line Step", " file=RW_Semaphore.java, line=138"
"Thread-7", "5458", "RW_Semaphore.java:126", "Line Step", " file=RW_Semaphore.java, line=126"
"Thread-6", "5459", "RW_Semaphore.java:138", "Method Exit", " returner=Database:1#done_read:7, value=<void>"
"Thread-7", "5460", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-6", "5461", "RW_Semaphore.java:59", "Method Returned", " "
"Thread-6", "5462", "RW_Semaphore.java:56", "Line Step", " file=RW_Semaphore.java, line=56"
"Thread-7", "5463", "RW_Semaphore.java:130", "Field Read", " context=Database:1, r"
"Thread-6", "5464", "RW_Semaphore.java:56", "Variable Write", " context=Reader:2#run:2, i=2"
"Thread-6", "5465", "RW_Semaphore.java:57", "Line Step", " file=RW_Semaphore.java, line=57"
"Thread-7", "5466", "RW_Semaphore.java:130", "Field Write", " context=Database:1, r=2"
"Thread-6", "5467", "RW_Semaphore.java:57", "Field Read", " context=Reader:2, d"
"Thread-7", "5468", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-6", "5469", "RW_Semaphore.java:57", "Method Call", " caller=Reader:2#run:2, target=Database:1#request_read:12"
"Thread-6", "5470", "RW_Semaphore.java:99", "Method Entered", " "
"Thread-6", "5471", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-7", "5472", "RW_Semaphore.java:132", "Field Read", " context=Database:1, sr"
"Thread-6", "5473", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s"
"Thread-7", "5474", "RW_Semaphore.java:132", "Variable Write", " context=Database:1#done_read:8, len=0"
"Thread-7", "5475", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-7", "5476", "RW_Semaphore.java:133", "Field Read", " context=Database:1, sr"
"Thread-7", "5477", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-7", "5478", "RW_Semaphore.java:134", "Field Read", " context=Database:1, sw"
"Thread-7", "5479", "RW_Semaphore.java:134", "Variable Write", " context=Database:1#done_read:8, len1=0"
"Thread-7", "5480", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-7", "5481", "RW_Semaphore.java:135", "Field Read", " context=Database:1, sw"
"Thread-7", "5482", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-7", "5483", "RW_Semaphore.java:137", "Field Read", " context=Database:1, s"
"Thread-7", "5484", "RW_Semaphore.java:138", "Line Step", " file=RW_Semaphore.java, line=138"
"Thread-8", "5485", "RW_Semaphore.java:126", "Line Step", " file=RW_Semaphore.java, line=126"
"Thread-7", "5486", "RW_Semaphore.java:138", "Method Exit", " returner=Database:1#done_read:8, value=<void>"
"Thread-8", "5487", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-7", "5488", "RW_Semaphore.java:59", "Method Returned", " "
"Thread-7", "5489", "RW_Semaphore.java:56", "Line Step", " file=RW_Semaphore.java, line=56"
"Thread-8", "5490", "RW_Semaphore.java:130", "Field Read", " context=Database:1, r"
"Thread-7", "5491", "RW_Semaphore.java:56", "Variable Write", " context=Reader:3#run:3, i=2"
"Thread-7", "5492", "RW_Semaphore.java:57", "Line Step", " file=RW_Semaphore.java, line=57"
"Thread-8", "5493", "RW_Semaphore.java:130", "Field Write", " context=Database:1, r=1"
"Thread-7", "5494", "RW_Semaphore.java:57", "Field Read", " context=Reader:3, d"
"Thread-8", "5495", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-7", "5496", "RW_Semaphore.java:57", "Method Call", " caller=Reader:3#run:3, target=Database:1#request_read:13"
"Thread-7", "5497", "RW_Semaphore.java:99", "Method Entered", " "
"Thread-7", "5498", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-8", "5499", "RW_Semaphore.java:132", "Field Read", " context=Database:1, sr"
"Thread-7", "5500", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s"
"Thread-8", "5501", "RW_Semaphore.java:132", "Variable Write", " context=Database:1#done_read:9, len=0"
"Thread-8", "5502", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-8", "5503", "RW_Semaphore.java:133", "Field Read", " context=Database:1, sr"
"Thread-8", "5504", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-8", "5505", "RW_Semaphore.java:134", "Field Read", " context=Database:1, sw"
"Thread-8", "5506", "RW_Semaphore.java:134", "Variable Write", " context=Database:1#done_read:9, len1=0"
"Thread-8", "5507", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-8", "5508", "RW_Semaphore.java:135", "Field Read", " context=Database:1, sw"
"Thread-8", "5509", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-8", "5510", "RW_Semaphore.java:137", "Field Read", " context=Database:1, s"
"Thread-8", "5511", "RW_Semaphore.java:138", "Line Step", " file=RW_Semaphore.java, line=138"
"Thread-9", "5512", "RW_Semaphore.java:126", "Line Step", " file=RW_Semaphore.java, line=126"
"Thread-8", "5513", "RW_Semaphore.java:138", "Method Exit", " returner=Database:1#done_read:9, value=<void>"
"Thread-9", "5514", "RW_Semaphore.java:130", "Line Step", " file=RW_Semaphore.java, line=130"
"Thread-8", "5515", "RW_Semaphore.java:59", "Method Returned", " "
"Thread-8", "5516", "RW_Semaphore.java:56", "Line Step", " file=RW_Semaphore.java, line=56"
"Thread-9", "5517", "RW_Semaphore.java:130", "Field Read", " context=Database:1, r"
"Thread-8", "5518", "RW_Semaphore.java:56", "Variable Write", " context=Reader:4#run:4, i=2"
"Thread-8", "5519", "RW_Semaphore.java:57", "Line Step", " file=RW_Semaphore.java, line=57"
"Thread-9", "5520", "RW_Semaphore.java:130", "Field Write", " context=Database:1, r=0"
"Thread-8", "5521", "RW_Semaphore.java:57", "Field Read", " context=Reader:4, d"
"Thread-9", "5522", "RW_Semaphore.java:132", "Line Step", " file=RW_Semaphore.java, line=132"
"Thread-8", "5523", "RW_Semaphore.java:57", "Method Call", " caller=Reader:4#run:4, target=Database:1#request_read:14"
"Thread-8", "5524", "RW_Semaphore.java:99", "Method Entered", " "
"Thread-8", "5525", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-9", "5526", "RW_Semaphore.java:132", "Field Read", " context=Database:1, sr"
"Thread-8", "5527", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s"
"Thread-9", "5528", "RW_Semaphore.java:132", "Variable Write", " context=Database:1#done_read:10, len=0"
"Thread-9", "5529", "RW_Semaphore.java:133", "Line Step", " file=RW_Semaphore.java, line=133"
"Thread-9", "5530", "RW_Semaphore.java:133", "Field Read", " context=Database:1, sr"
"Thread-9", "5531", "RW_Semaphore.java:134", "Line Step", " file=RW_Semaphore.java, line=134"
"Thread-9", "5532", "RW_Semaphore.java:134", "Field Read", " context=Database:1, sw"
"Thread-9", "5533", "RW_Semaphore.java:134", "Variable Write", " context=Database:1#done_read:10, len1=0"
"Thread-9", "5534", "RW_Semaphore.java:135", "Line Step", " file=RW_Semaphore.java, line=135"
"Thread-9", "5535", "RW_Semaphore.java:135", "Field Read", " context=Database:1, sw"
"Thread-9", "5536", "RW_Semaphore.java:137", "Line Step", " file=RW_Semaphore.java, line=137"
"Thread-9", "5537", "RW_Semaphore.java:137", "Field Read", " context=Database:1, s"
"Thread-9", "5538", "RW_Semaphore.java:138", "Line Step", " file=RW_Semaphore.java, line=138"
"Thread-5", "5539", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-9", "5540", "RW_Semaphore.java:138", "Method Exit", " returner=Database:1#done_read:10, value=<void>"
"Thread-5", "5541", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-9", "5542", "RW_Semaphore.java:59", "Method Returned", " "
"Thread-9", "5543", "RW_Semaphore.java:56", "Line Step", " file=RW_Semaphore.java, line=56"
"Thread-5", "5544", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-9", "5545", "RW_Semaphore.java:56", "Variable Write", " context=Reader:5#run:5, i=2"
"Thread-9", "5546", "RW_Semaphore.java:57", "Line Step", " file=RW_Semaphore.java, line=57"
"Thread-5", "5547", "RW_Semaphore.java:105", "Field Read", " context=Database:1, ww"
"Thread-9", "5548", "RW_Semaphore.java:57", "Field Read", " context=Reader:5, d"
"Thread-5", "5549", "RW_Semaphore.java:119", "Line Step", " file=RW_Semaphore.java, line=119"
"Thread-9", "5550", "RW_Semaphore.java:57", "Method Call", " caller=Reader:5#run:5, target=Database:1#request_read:15"
"Thread-9", "5551", "RW_Semaphore.java:99", "Method Entered", " "
"Thread-9", "5552", "RW_Semaphore.java:101", "Line Step", " file=RW_Semaphore.java, line=101"
"Thread-5", "5553", "RW_Semaphore.java:119", "Field Read", " context=Database:1, r"
"Thread-9", "5554", "RW_Semaphore.java:101", "Field Read", " context=Database:1, s"
"Thread-5", "5555", "RW_Semaphore.java:119", "Field Write", " context=Database:1, r=1"
"Thread-5", "5556", "RW_Semaphore.java:120", "Line Step", " file=RW_Semaphore.java, line=120"
"Thread-5", "5557", "RW_Semaphore.java:120", "Field Read", " context=Database:1, s"
"Thread-5", "5558", "RW_Semaphore.java:121", "Line Step", " file=RW_Semaphore.java, line=121"
"Thread-6", "5559", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-5", "5560", "RW_Semaphore.java:121", "Method Exit", " returner=Database:1#request_read:11, value=<void>"
"Thread-6", "5561", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-5", "5562", "RW_Semaphore.java:57", "Method Returned", " "
"Thread-5", "5563", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-6", "5564", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-5", "5565", "RW_Semaphore.java:58", "Field Read", " context=Reader:1, d"
"Thread-6", "5566", "RW_Semaphore.java:105", "Field Read", " context=Database:1, ww"
"Thread-5", "5567", "RW_Semaphore.java:58", "Method Call", " caller=Reader:1#run:1, target=Database:1#read:11"
"Thread-5", "5568", "RW_Semaphore.java:189", "Method Entered", " "
"Thread-5", "5569", "RW_Semaphore.java:190", "Line Step", " file=RW_Semaphore.java, line=190"
"Thread-6", "5570", "RW_Semaphore.java:119", "Line Step", " file=RW_Semaphore.java, line=119"
"Thread-5", "5571", "RW_Semaphore.java:190", "Field Read", " context=Database:1, data"
"Thread-6", "5572", "RW_Semaphore.java:119", "Field Read", " context=Database:1, r"
"Thread-5", "5573", "RW_Semaphore.java:190", "Variable Write", " context=Database:1#read:11, result=55555"
"Thread-5", "5574", "RW_Semaphore.java:190", "Method Exit", " returner=Database:1#read:11, value=55555"
"Thread-6", "5575", "RW_Semaphore.java:119", "Field Write", " context=Database:1, r=2"
"Thread-5", "5576", "RW_Semaphore.java:58", "Method Returned", " "
"Thread-5", "5577", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-6", "5578", "RW_Semaphore.java:120", "Line Step", " file=RW_Semaphore.java, line=120"
"Thread-5", "5579", "RW_Semaphore.java:59", "Line Step", " file=RW_Semaphore.java, line=59"
"Thread-6", "5580", "RW_Semaphore.java:120", "Field Read", " context=Database:1, s"
"Thread-5", "5581", "RW_Semaphore.java:59", "Field Read", " context=Reader:1, d"
"Thread-6", "5582", "RW_Semaphore.java:121", "Line Step", " file=RW_Semaphore.java, line=121"
"Thread-7", "5583", "RW_Semaphore.java:102", "Line Step", " file=RW_Semaphore.java, line=102"
"Thread-5", "5584", "RW_Semaphore.java:59", "Method Call", " caller=Reader:1#run:1, target=Database:1#done_read:11"
"Thread-5", "5585", "RW_Semaphore.java:123", "Method Entered", " "
"Thread-5", "5586", "RW_Semaphore.java:125", "Line Step", " file=RW_Semaphore.java, line=125"
"Thread-6", "5587", "RW_Semaphore.java:121", "Method Exit", " returner=Database:1#request_read:12, value=<void>"
"Thread-7", "5588", "RW_Semaphore.java:105", "Line Step", " file=RW_Semaphore.java, line=105"
"Thread-5", "5589", "RW_Semaphore.java:125", "Field Read", " context=Database:1, s"
"Thread-6", "5590", "RW_Semaphore.java:57", "Method Returned", " "
"Thread-6", "5591", "RW_Semaphore.java:58", "Line Step", " file=RW_Semaphore.java, line=58"
"Thread-7", "5592", "RW_Semaphore.java:105", "Field Read", " context=Database:1, w"
"Thread-6", "5593", "RW_Semaphore.java:58", "Field Read", " context=Reader:2, d"
"Thread-7", "5594", "RW_Semaphore.java:105", "Field Read", " context=Database:1, ww"
"Thread-6", "5595", "RW_Semaphore.java:58", "Method Call", " caller=Reader:2#run:2, target=Database:1#read:12"
"Thread-6", "5596", "RW_Semaphore.java:189", "Method Entered", " "
"Thread-6", "5597", "RW_Semaphore.java:190", "Line Step", " file=RW_Semaphore.java, line=190"
"Thread-7", "5598", "RW_Semaphore.java:119", "Line Step", " file=RW_Semaphore.java, line=119"
"Thread-6", "5599", "RW_Semaphore.java:190", "Field Read", " context=Database:1, data"
"Thread-7", "5600", "RW_Semaphore.java:119", "Field Read", " context=Database:1, r"
"Thread-6", "5601", "RW_Semaphore.java:190", "Variable Write", " context=Database:1#read:12, result=55555"
"Thread-6", "5602", "RW_Semaphore.java:190", "Method Exit", " returner=Database:1#read:12, value=55555"
